date,yoy_pct,original_value
2012-07-25,-0.5873425395379717,2846757.0
2012-08-01,-0.5614158687088366,2851118.0
2012-08-08,-0.5654459666977973,2856181.0
2012-08-15,-0.8603851911154536,2833317.0
2012-08-22,-1.181073310687819,2825661.0
2012-08-29,-1.4395098896663128,2812806.0
2012-09-05,-1.2765071746902446,2822169.0
2012-09-12,-1.4000852092165617,2823448.0
2012-09-19,-1.2657873492650018,2821574.0
2012-09-26,-1.6297891102559525,2804457.0
2012-10-03,-1.7900123124760192,2808512.0
2012-10-10,-1.7197504773103667,2811623.0
2012-10-17,-0.1917690077443801,2846920.0
2012-10-24,-0.16590030168482928,2840964.0
2012-10-31,0.03908528387681631,2823137.0
2012-11-07,-0.316749219835577,2830791.0
2012-11-14,1.6128120876854446,2877244.0
2012-11-21,1.7427834357437,2871161.0
2012-11-28,1.3192572759559873,2851362.0
2012-12-05,1.3867523950691574,2859807.0
2012-12-12,0.5089426726311963,2917260.0
2012-12-19,0.14217692556972583,2920231.0
2012-12-26,-0.6423236429439205,2907300.0
2013-01-02,-0.017136850431964668,2917189.0
2013-01-09,1.020264912220803,2928728.0
2013-01-16,1.5204716822468045,2963812.0
2013-01-23,3.156382244493572,3011697.0
2013-01-30,2.8635390658360738,3008704.0
2013-02-06,2.9607874943439416,3014975.0
2013-02-13,4.64046852625335,3074225.0
2013-02-20,5.53519777769671,3095150.0
2013-02-27,5.635463656492301,3090600.0
2013-03-06,7.766989618153697,3108805.0
2013-03-13,9.394517480197395,3165396.0
2013-03-20,10.86347931962639,3206888.0
2013-03-27,11.26141667335503,3202256.0
2013-04-03,12.212761710262644,3215432.0
2013-04-10,12.575404575892858,3227762.0
2013-04-17,14.59375336901445,3295109.0
2013-04-24,15.771092957728783,3318649.0
2013-05-01,15.812490398983336,3317194.0
2013-05-08,16.076846533875667,3324615.0
2013-05-15,17.65302786686982,3354269.0
2013-05-22,18.85710588757805,3398713.0
2013-05-29,19.0833636453821,3385128.0
2013-06-05,19.22025036307624,3400183.0
2013-06-12,18.883150678390326,3410842.0
2013-06-19,20.888755440034057,3470530.0
2013-06-26,21.48122590619257,3478672.0
2013-07-03,21.874217075654133,3492742.0
2013-07-10,22.252404598435803,3504095.0
2013-07-17,23.88305652307736,3537861.0
2013-07-24,25.566530617119753,3574574.0
2013-07-31,25.277066750657106,3571797.0
2013-08-07,25.529824615456786,3585359.0
2013-08-14,28.694494827087837,3646323.0
2013-08-21,29.02000629233301,3645668.0
2013-08-28,29.56656093594794,3644456.0
2013-09-04,29.48133155739434,3654182.0
2013-09-11,29.70081262343065,3662035.0
2013-09-18,31.918992732425245,3722192.0
2013-09-25,33.145846058613124,3734018.0
2013-10-02,33.429623943212626,3747387.0
2013-10-09,33.68303645261117,3758663.0
2013-10-16,33.95525690922119,3813599.0
2013-10-23,35.13134978127144,3839033.0
2013-10-30,36.139195511942916,3843396.0
2013-11-06,36.06172267751311,3851623.0
2013-11-13,35.804401712194036,3907424.0
2013-11-20,36.06412179602607,3906620.0
2013-11-27,37.684236515742306,3925876.0
2013-12-04,37.513685364082264,3932626.0
2013-12-11,36.907749052192806,3993955.0
2013-12-18,37.25153934740095,4008062.0
2013-12-25,38.70515598665429,4032575.0
2014-01-01,37.928670374117004,4023640.0
2014-01-08,37.54042710692149,4028185.0
2014-01-15,37.374705278202526,4071528.0
2014-01-22,36.06660962241553,4097914.0
2014-01-29,36.342358703282216,4102138.0
2014-02-05,36.295823348452316,4109285.0
2014-02-12,34.00040660654311,4119474.0
2014-02-19,34.05566773823563,4149224.0
2014-02-26,34.600789490713765,4159972.0
2014-03-05,34.191819686342505,4171762.0
2014-03-12,32.095984199133376,4181361.0
2014-03-19,31.65664033168605,4222081.0
2014-03-26,31.999783902348856,4226971.0
2014-04-02,31.75340047620352,4236441.0
2014-04-09,31.490116061841,4244188.0
2014-04-16,30.009872207565813,4283967.0
2014-04-23,29.460482262511036,4296339.0
2014-04-30,29.508524373310685,4296049.0
2014-05-07,29.432821544750286,4303143.0
2014-05-14,29.287454285866765,4336649.0
2014-05-21,27.329374383774095,4327560.0
2014-05-28,27.695437218326745,4322654.0
2014-06-04,27.373056097274763,4330917.0
2014-06-11,27.267812463901887,4340904.0
2014-06-18,25.864579761592598,4368168.0
2014-06-25,25.575162015849727,4368348.0
2014-07-02,25.31790209525926,4377031.0
2014-07-09,25.09366897872347,4383401.0
2014-07-16,24.318083723470195,4398201.0
2014-07-23,23.392214009277758,4410746.0
2014-07-30,23.37310883009309,4406637.0
2014-08-06,23.00333104718384,4410111.0
2014-08-13,21.544992037183764,4431923.0
2014-08-20,21.045690391994,4412924.0
2014-08-27,21.108225754406142,4413736.0
2014-09-03,20.836537424791658,4415587.0
2014-09-10,20.736366528446617,4421408.0
2014-09-17,19.54214076006826,4449588.0
2014-09-24,19.416939072066608,4459050.0
2014-10-01,18.756349424278838,4450260.0
2014-10-08,18.536910598263255,4455403.0
2014-10-15,17.326441505779712,4474360.0
2014-10-22,16.73814734074961,4481616.0
2014-10-29,16.73931075538404,4486754.0
2014-11-05,16.485569849385563,4486585.0
2014-11-12,14.881185149090559,4488895.0
2014-11-19,15.003737246008054,4492759.0
2014-11-26,14.265733303853722,4485931.0
2014-12-03,14.076192345776084,4486190.0
2014-12-10,12.391476619040521,4488865.0
2014-12-17,12.329774339818101,4502247.0
2014-12-24,11.825868086768377,4509462.0
2014-12-31,11.780875028581095,4497660.0
2015-01-07,11.701026641030632,4499524.0
2015-01-14,10.918480727628555,4516077.0
2015-01-21,10.127640550777794,4512936.0
2015-01-28,9.700453763379002,4500064.0
2015-02-04,9.5165704009335,4500348.0
2015-02-11,9.278150559998677,4501685.0
2015-02-18,8.37812082452043,4496851.0
2015-02-25,7.8546922911981065,4486725.0
2015-03-04,7.570446252686525,4487583.0
2015-03-11,7.364061605778605,4489279.0
2015-03-18,6.485119541761519,4495888.0
2015-03-25,6.000325055459332,4480603.0
2015-04-01,5.791606681174133,4481799.0
2015-04-08,5.636673022024463,4483419.0
2015-04-15,4.701226690121563,4485366.0
2015-04-22,4.500482852959231,4489695.0
2015-04-29,4.083985075589225,4471499.0
2015-05-06,3.9403756742455442,4472703.0
2015-05-13,3.7941507371244576,4501188.0
2015-05-20,3.531412620506713,4480384.0
2015-05-27,3.269449740830521,4463981.0
2015-06-03,3.104261753342308,4465360.0
2015-06-10,2.927984585699206,4468005.0
2015-06-17,2.739111682517703,4487817.0
2015-06-24,2.9005701926678062,4495055.0
2015-07-01,2.3326085650295925,4479130.0
2015-07-08,2.2331518380362736,4481289.0
2015-07-15,2.1691596177618955,4493605.0
2015-07-22,2.0349618862659513,4500503.0
2015-07-29,1.7891875368903687,4485480.0
2015-08-05,1.7282558194113395,4486329.0
2015-08-12,1.2935017147184258,4489250.0
2015-08-19,1.6833283328695492,4487208.0
2015-08-26,1.3904093946715435,4475105.0
2015-09-02,1.3655942007257504,4475886.0
2015-09-09,1.2847717288248406,4478213.0
2015-09-16,0.8589784042927207,4487809.0
2015-09-23,0.8619324744059798,4497484.0
2015-09-30,0.7606521866138083,4484111.0
2015-10-07,0.6908914861349258,4486185.0
2015-10-14,0.6781752027105625,4504704.0
2015-10-21,0.44082313165607623,4501372.0
2015-10-28,0.057614034555930616,4489339.0
2015-11-04,0.06947377571138169,4489702.0
2015-11-11,0.06943802427992196,4492012.0
2015-11-18,-0.13439403270907313,4486721.0
2015-11-25,-0.19712741903520348,4477088.0
2015-12-02,-0.181022203696235,4478069.0
2015-12-09,-0.18777575177689743,4480436.0
2015-12-16,-0.2810596575443358,4489593.0
2015-12-23,-0.286930015154796,4496523.0
2015-12-30,-0.24619468790437748,4486587.0
2016-01-06,-0.28709703515304996,4486606.0
2016-01-13,-0.3184622405685289,4501695.0
2016-01-20,-0.5339317907455343,4488840.0
2016-01-27,-0.39366106793148337,4482349.0
2016-02-03,-0.37448215115808425,4483495.0
2016-02-10,-0.34224962430734474,4486278.0
2016-02-17,-0.2940279764661935,4483629.0
2016-02-24,0.06844636121001724,4489796.0
2016-03-02,-0.20273719728415296,4478485.0
2016-03-09,-0.1825682921466898,4481083.0
2016-03-16,-0.2125275362731438,4486333.0
2016-03-23,0.2734899744520902,4492857.0
2016-03-30,0.0232272799382649,4482840.0
2016-04-06,0.014497864241547198,4484069.0
2016-04-13,0.3202191303897983,4499729.0
2016-04-20,0.00971112737055968,4490131.0
2016-04-27,0.0708039966015761,4474665.0
2016-05-04,0.10210827770142927,4477270.0
2016-05-11,-0.5060219657565979,4478411.0
2016-05-18,-0.14826854126789302,4473741.0
2016-05-25,-0.06429238834125828,4461111.0
2016-06-01,-0.08883942168156356,4461393.0
2016-06-08,-0.09988798132499754,4463542.0
2016-06-15,-0.3342382276282696,4472817.0
2016-06-22,-0.29023004167912925,4482009.0
2016-06-29,-0.2823762650336126,4466482.0
2016-07-06,-0.2384135457454306,4470605.0
2016-07-13,-0.4762990961599822,4472202.0
2016-07-20,-0.4339514938663469,4480973.0
